gpu,dtype,tokens,head_dim,normalize,backend,median_us,min_us,max_us,repeats,all_pass
NVIDIA H200,float16,1,128,1,hopper/warp,1.4162000268697739,1.4135999605059624,1.417400036007166,5,True
NVIDIA H200,float16,1,128,1,hopper/wmma_fast,1.4205999672412872,1.4192000031471252,1.421399973332882,5,True
NVIDIA H200,float16,1,128,1,hopper/wmma_split,1.4058000408113003,1.4027999714016914,1.4062000438570976,5,True
NVIDIA H200,float16,1,256,0,dao,1.611199975013733,1.6085999086499214,1.6127999871969223,5,True
NVIDIA H200,float16,1,256,0,dao_plus_quant,2.9704000800848007,2.967599965631962,2.97200009226799,5,True
NVIDIA H200,float16,1,256,0,hopper/mma_fast,1.5577999874949455,1.5573999844491482,1.558000035583973,5,False
NVIDIA H200,float16,1,256,0,hopper/mma_split,1.5502000227570534,1.5475999563932419,1.5515999868512154,5,True
NVIDIA H200,float16,1,256,0,hopper/warp,1.5061999671161175,1.5056000091135502,1.5081999823451042,5,True
NVIDIA H200,float16,1,256,0,hopper/wmma_fast,1.7820000648498535,1.7813999205827713,1.7834000289440155,5,False
NVIDIA H200,float16,1,256,0,hopper/wmma_split,1.8115999177098274,1.810000091791153,1.8130000680685043,5,True
NVIDIA H200,float16,1,256,1,dao,1.6394000500440598,1.6370000317692757,1.640000008046627,5,True
NVIDIA H200,float16,1,256,1,dao_plus_quant,2.971399948000908,2.9683999717235565,2.9732000082731247,5,True
NVIDIA H200,float16,1,256,1,hopper/mma_fast,1.512600015848875,1.511599961668253,1.513999979943037,5,True
NVIDIA H200,float16,1,256,1,hopper/mma_split,1.573999971151352,1.5734000131487846,1.5769999474287033,5,True
NVIDIA H200,float16,1,256,1,hopper/warp,1.4879999682307243,1.4832000248134136,1.4895999804139137,5,True
NVIDIA H200,float16,1,256,1,hopper/wmma_fast,1.7917999997735023,1.7743999138474464,1.7936000600457191,5,True
